age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
41,blue-collar,single,secondary,no,98,no,yes,cellular,jul,97,6,-1,0,unknown,no
33,blue-collar,married,secondary,no,681,yes,yes,cellular,jul,357,1,-1,0,unknown,no
32,management,single,tertiary,no,2551,yes,no,cellular,jul,638,3,-1,0,unknown,yes
59,housemaid,married,primary,no,-187,yes,no,telephone,jul,118,7,-1,0,unknown,no
32,technician,single,secondary,no,648,no,yes,cellular,jul,166,1,-1,0,unknown,no
29,technician,married,tertiary,no,-14,no,no,cellular,jul,203,2,-1,0,unknown,no
35,admin.,single,secondary,no,-67,no,yes,cellular,jul,84,1,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,21,no,no,cellular,jul,118,3,-1,0,unknown,no
32,management,married,tertiary,no,-360,yes,no,cellular,jul,176,4,-1,0,unknown,no
35,admin.,married,secondary,no,2278,yes,no,cellular,jul,195,1,-1,0,unknown,no
54,unemployed,single,tertiary,no,252,yes,no,cellular,jul,101,1,-1,0,unknown,no
30,services,single,secondary,no,1824,yes,no,cellular,jul,153,2,-1,0,unknown,no
31,technician,married,secondary,no,1951,yes,no,cellular,jul,519,2,-1,0,unknown,no
42,services,single,secondary,no,182,no,yes,cellular,jul,394,2,-1,0,unknown,no
50,retired,divorced,primary,no,2790,no,no,cellular,jul,236,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,624,no,yes,cellular,jul,180,4,-1,0,unknown,no
38,management,married,tertiary,no,1482,yes,yes,cellular,jul,361,1,-1,0,unknown,no
34,admin.,married,secondary,no,-45,yes,no,cellular,jul,88,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,895,no,no,cellular,jul,317,3,-1,0,unknown,no
47,services,married,unknown,no,1229,no,yes,cellular,jul,89,20,-1,0,unknown,no
25,blue-collar,single,secondary,no,612,yes,no,cellular,jul,172,4,-1,0,unknown,no
25,services,single,secondary,no,2311,no,yes,cellular,jul,1105,2,-1,0,unknown,yes
28,admin.,married,secondary,no,503,no,yes,cellular,jul,553,2,-1,0,unknown,no
36,entrepreneur,married,primary,no,600,no,no,cellular,jul,538,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,no,no,cellular,jul,91,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,324,yes,no,cellular,jul,167,4,-1,0,unknown,no
51,admin.,married,secondary,no,0,no,no,cellular,jul,130,1,-1,0,unknown,no
53,technician,married,primary,no,0,no,no,cellular,jul,96,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,289,no,yes,cellular,jul,76,3,-1,0,unknown,no
29,services,single,secondary,no,27,yes,no,cellular,jul,554,2,-1,0,unknown,no
38,management,single,tertiary,no,2357,yes,no,cellular,jul,184,1,-1,0,unknown,no
32,services,single,primary,no,1806,no,yes,cellular,jul,126,4,-1,0,unknown,no
34,admin.,married,secondary,no,159,yes,no,cellular,jul,124,1,-1,0,unknown,no
28,technician,married,tertiary,no,739,yes,no,cellular,jul,316,1,-1,0,unknown,no
39,technician,married,secondary,no,1048,no,yes,cellular,jul,405,1,-1,0,unknown,no
29,technician,single,tertiary,no,-229,yes,no,cellular,jul,416,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,-64,no,no,cellular,jul,37,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,-158,yes,no,cellular,jul,42,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,156,no,no,cellular,jul,455,4,-1,0,unknown,no
31,housemaid,married,secondary,no,0,yes,no,cellular,jul,171,1,-1,0,unknown,no
55,technician,married,tertiary,no,647,yes,no,cellular,jul,150,4,-1,0,unknown,no
31,admin.,married,secondary,no,774,yes,yes,cellular,jul,93,1,-1,0,unknown,no
46,technician,married,secondary,no,399,no,no,cellular,jul,156,1,-1,0,unknown,no
38,blue-collar,married,primary,no,2469,yes,no,cellular,jul,66,1,-1,0,unknown,no
33,technician,married,secondary,no,3071,yes,yes,cellular,jul,323,1,-1,0,unknown,no
35,management,married,tertiary,no,1582,no,no,telephone,jul,37,1,-1,0,unknown,no
37,admin.,divorced,tertiary,no,-65,no,no,cellular,jul,226,1,-1,0,unknown,no
44,management,divorced,tertiary,no,-90,yes,no,cellular,jul,472,1,-1,0,unknown,no
31,management,single,tertiary,no,5691,yes,no,cellular,jul,357,1,-1,0,unknown,no
37,admin.,single,secondary,no,862,no,no,cellular,jul,152,2,-1,0,unknown,no
29,blue-collar,married,primary,no,5,yes,yes,telephone,jul,53,1,-1,0,unknown,no
34,management,married,tertiary,no,13,yes,no,cellular,jul,47,1,-1,0,unknown,no
42,blue-collar,married,primary,no,401,yes,no,cellular,jul,581,4,-1,0,unknown,no
25,unemployed,single,secondary,no,-230,yes,no,cellular,jul,113,1,-1,0,unknown,no
37,technician,divorced,secondary,no,79,no,no,cellular,jul,191,1,-1,0,unknown,no
37,management,married,tertiary,no,-1884,yes,no,cellular,jul,193,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,230,yes,yes,cellular,jul,38,1,-1,0,unknown,no
41,technician,married,secondary,no,525,yes,no,cellular,jul,108,1,-1,0,unknown,no
33,unemployed,married,secondary,no,-12,no,yes,cellular,jul,77,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,658,yes,yes,cellular,jul,212,1,-1,0,unknown,no
37,housemaid,married,secondary,no,167,yes,no,cellular,jul,225,3,-1,0,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,jul,120,3,-1,0,unknown,no
35,technician,divorced,secondary,no,103,yes,no,cellular,jul,304,1,-1,0,unknown,no
27,blue-collar,single,tertiary,no,1372,no,no,cellular,jul,230,1,-1,0,unknown,no
30,services,single,secondary,no,-114,yes,no,cellular,jul,396,2,-1,0,unknown,no
33,management,married,tertiary,no,78,yes,no,cellular,jul,856,1,-1,0,unknown,no
56,blue-collar,married,primary,no,826,yes,no,cellular,jul,853,1,-1,0,unknown,no
32,management,single,tertiary,no,14,no,yes,cellular,jul,53,1,-1,0,unknown,no
27,unemployed,single,secondary,no,0,yes,no,cellular,jul,53,6,-1,0,unknown,no
28,management,married,tertiary,no,250,yes,no,cellular,jul,475,4,-1,0,unknown,no
35,technician,married,secondary,no,-360,yes,no,cellular,jul,169,1,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,jul,229,1,-1,0,unknown,no
33,entrepreneur,married,secondary,no,1034,yes,no,cellular,jul,141,6,-1,0,unknown,no
35,technician,divorced,unknown,no,244,no,no,cellular,jul,54,10,-1,0,unknown,no
30,technician,divorced,secondary,no,0,no,no,cellular,jul,101,1,-1,0,unknown,no
31,services,married,secondary,no,0,yes,yes,cellular,jul,270,4,-1,0,unknown,no
44,management,married,tertiary,no,1590,yes,yes,cellular,jul,54,8,-1,0,unknown,no
57,unemployed,divorced,secondary,no,753,no,no,cellular,jul,730,8,-1,0,unknown,no
38,unemployed,divorced,secondary,no,189,yes,yes,cellular,jul,105,2,-1,0,unknown,no
38,management,married,tertiary,no,-558,yes,no,cellular,jul,533,1,-1,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,cellular,jul,177,1,-1,0,unknown,no
34,admin.,single,secondary,no,181,yes,no,cellular,jul,296,1,-1,0,unknown,no
28,technician,divorced,tertiary,no,47,no,no,cellular,jul,304,3,-1,0,unknown,no
56,retired,divorced,tertiary,no,158,no,yes,cellular,jul,854,1,-1,0,unknown,yes
37,housemaid,married,tertiary,no,0,yes,no,cellular,jul,97,2,-1,0,unknown,no
49,admin.,single,secondary,no,-412,yes,no,cellular,jul,31,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,yes,no,cellular,jul,90,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,577,yes,no,cellular,jul,90,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,380,no,no,cellular,jul,219,1,-1,0,unknown,no
50,housemaid,divorced,primary,no,120,yes,no,cellular,jul,99,1,-1,0,unknown,no
43,management,divorced,tertiary,no,0,yes,no,cellular,jul,111,1,-1,0,unknown,no
34,blue-collar,single,primary,no,0,yes,yes,cellular,jul,100,2,-1,0,unknown,no
59,self-employed,divorced,tertiary,no,2979,yes,no,cellular,jul,118,3,-1,0,unknown,no
57,management,married,tertiary,no,2770,no,yes,telephone,jul,158,1,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,cellular,jul,115,1,-1,0,unknown,no
44,blue-collar,married,primary,no,2470,no,no,telephone,jul,19,1,-1,0,unknown,no
30,management,married,tertiary,no,692,yes,yes,cellular,jul,336,4,-1,0,unknown,no
56,housemaid,married,secondary,no,619,yes,no,telephone,jul,65,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,0,yes,no,cellular,jul,479,1,-1,0,unknown,no
25,services,single,secondary,no,64,no,no,cellular,jul,71,11,-1,0,unknown,no
49,technician,married,secondary,no,0,yes,yes,cellular,jul,95,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,130,no,yes,cellular,jul,156,1,-1,0,unknown,no
42,technician,single,secondary,no,417,no,no,cellular,jul,177,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,0,yes,no,cellular,jul,93,1,-1,0,unknown,no
38,management,single,tertiary,no,-145,yes,no,cellular,jul,54,2,-1,0,unknown,no
35,student,single,secondary,no,-86,yes,no,cellular,jul,369,1,-1,0,unknown,no
49,management,married,tertiary,yes,-6847,no,yes,cellular,jul,206,1,-1,0,unknown,no
43,admin.,single,secondary,no,375,no,yes,cellular,jul,163,4,-1,0,unknown,no
34,technician,single,secondary,no,5731,yes,no,cellular,jul,101,3,-1,0,unknown,no
27,admin.,single,secondary,no,-34,no,yes,cellular,jul,171,2,-1,0,unknown,no
31,blue-collar,married,primary,no,-537,yes,yes,cellular,jul,1039,7,-1,0,unknown,yes
32,management,married,tertiary,no,71,yes,no,cellular,jul,221,8,-1,0,unknown,no
27,management,single,tertiary,no,831,yes,no,cellular,jul,369,1,-1,0,unknown,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,jul,141,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,jul,574,1,-1,0,unknown,yes
27,self-employed,single,tertiary,no,202,yes,no,cellular,jul,678,1,-1,0,unknown,no
47,technician,married,secondary,no,1981,yes,no,cellular,jul,919,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,0,no,no,cellular,jul,71,1,-1,0,unknown,no
56,retired,married,secondary,no,334,no,no,cellular,jul,101,1,-1,0,unknown,no
36,technician,single,secondary,no,279,yes,no,cellular,jul,171,1,-1,0,unknown,no
29,management,single,tertiary,no,107,yes,no,cellular,jul,149,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,no,yes,cellular,jul,72,4,-1,0,unknown,no
36,management,married,secondary,no,-267,no,no,cellular,jul,368,2,-1,0,unknown,no
40,management,married,tertiary,no,-65,no,yes,cellular,jul,65,2,-1,0,unknown,no
58,technician,married,secondary,no,471,yes,yes,telephone,jul,61,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,865,yes,no,cellular,jul,51,7,-1,0,unknown,no
50,unemployed,married,secondary,no,49,yes,no,cellular,jul,237,1,-1,0,unknown,no
32,services,married,primary,no,228,yes,no,cellular,jul,1017,6,-1,0,unknown,yes
50,technician,married,secondary,no,-70,yes,yes,cellular,jul,357,1,-1,0,unknown,no
40,admin.,single,tertiary,no,1005,yes,no,cellular,jul,449,1,-1,0,unknown,no
33,technician,married,tertiary,no,75,no,no,cellular,jul,204,4,-1,0,unknown,no
49,management,divorced,tertiary,no,351,yes,no,cellular,jul,356,2,-1,0,unknown,no
32,admin.,single,secondary,no,64,yes,no,cellular,jul,204,3,-1,0,unknown,no
47,services,married,secondary,no,2,no,yes,cellular,jul,71,15,-1,0,unknown,no
44,technician,divorced,secondary,no,316,yes,no,cellular,jul,163,3,-1,0,unknown,no
58,housemaid,married,tertiary,no,0,yes,no,cellular,jul,111,1,-1,0,unknown,no
37,management,married,tertiary,no,1893,no,yes,cellular,jul,353,2,-1,0,unknown,no
39,management,married,tertiary,no,1423,yes,no,telephone,jul,733,3,-1,0,unknown,yes
58,admin.,married,secondary,no,1455,yes,no,cellular,jul,119,1,-1,0,unknown,no
51,self-employed,married,secondary,no,44,yes,yes,telephone,jul,79,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,-289,yes,yes,cellular,jul,808,5,-1,0,unknown,no
49,self-employed,married,tertiary,no,503,yes,no,cellular,jul,507,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,29,yes,no,cellular,jul,245,1,-1,0,unknown,no
51,management,married,tertiary,no,2455,yes,no,cellular,jul,553,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,0,yes,no,cellular,jul,1080,4,-1,0,unknown,yes
25,technician,single,secondary,no,2157,yes,no,cellular,jul,339,1,-1,0,unknown,no
54,technician,divorced,secondary,no,859,no,yes,cellular,jul,710,1,-1,0,unknown,yes
44,services,single,secondary,no,5,no,no,cellular,jul,333,2,-1,0,unknown,no
26,admin.,single,tertiary,no,1100,yes,no,cellular,jul,240,1,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,jul,87,4,-1,0,unknown,no
32,services,married,secondary,no,2196,yes,no,cellular,jul,1156,1,-1,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,jul,761,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,622,yes,no,cellular,jul,471,2,-1,0,unknown,no
32,technician,married,secondary,no,-796,yes,yes,cellular,jul,80,3,-1,0,unknown,no
25,unemployed,single,tertiary,no,2783,no,no,cellular,jul,137,3,-1,0,unknown,no
45,management,married,tertiary,no,210,yes,no,cellular,jul,623,1,-1,0,unknown,no
30,management,married,tertiary,no,1185,yes,no,cellular,jul,881,4,-1,0,unknown,no
29,technician,married,primary,no,95,yes,no,cellular,jul,255,1,-1,0,unknown,no
47,services,married,secondary,no,1123,no,yes,cellular,jul,251,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,-498,yes,no,cellular,jul,357,1,-1,0,unknown,no
58,retired,married,unknown,no,9004,no,no,cellular,jul,891,4,-1,0,unknown,yes
43,admin.,married,secondary,no,3215,yes,no,cellular,jul,228,3,-1,0,unknown,no
56,management,married,tertiary,no,217,no,yes,cellular,jul,121,2,-1,0,unknown,no
50,management,married,tertiary,no,776,yes,yes,cellular,jul,200,2,-1,0,unknown,no
28,blue-collar,married,primary,yes,-124,yes,no,cellular,jul,116,3,-1,0,unknown,no
31,entrepreneur,single,secondary,no,131,yes,no,cellular,jul,157,1,-1,0,unknown,no
32,management,divorced,tertiary,no,1486,yes,no,cellular,jul,151,2,-1,0,unknown,no
33,services,married,secondary,no,70,yes,no,cellular,jul,333,3,-1,0,unknown,no
60,retired,married,tertiary,no,161,yes,no,cellular,jul,153,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,327,yes,no,cellular,jul,81,1,-1,0,unknown,no
27,admin.,married,secondary,no,436,yes,no,cellular,jul,410,1,-1,0,unknown,no
43,admin.,married,secondary,no,1625,yes,yes,cellular,jul,56,1,-1,0,unknown,no
42,unemployed,married,unknown,no,970,yes,no,telephone,jul,691,10,-1,0,unknown,yes
33,technician,single,tertiary,no,119,no,yes,cellular,jul,202,3,-1,0,unknown,no
28,self-employed,single,tertiary,no,222,no,yes,cellular,jul,125,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,187,no,yes,cellular,jul,178,1,-1,0,unknown,no
26,management,single,secondary,no,609,yes,no,cellular,jul,594,1,-1,0,unknown,no
42,technician,divorced,secondary,no,1858,no,no,cellular,jul,61,1,-1,0,unknown,no
40,blue-collar,married,primary,no,177,yes,yes,telephone,jul,742,4,-1,0,unknown,no
56,services,married,primary,no,486,no,yes,telephone,jul,1877,1,-1,0,unknown,yes
53,technician,married,secondary,no,237,yes,no,telephone,jul,18,1,-1,0,unknown,no
45,blue-collar,single,primary,no,695,yes,no,cellular,jul,167,1,-1,0,unknown,no
57,services,married,secondary,no,4,no,no,cellular,jul,84,1,-1,0,unknown,no
53,management,divorced,secondary,no,28,yes,no,cellular,jul,142,1,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,jul,295,3,-1,0,unknown,no
51,management,married,tertiary,no,2704,yes,no,telephone,jul,443,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,799,yes,no,cellular,jul,181,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,0,yes,no,cellular,jul,292,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,jul,676,1,-1,0,unknown,no
46,housemaid,married,primary,no,19,yes,no,telephone,jul,171,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,188,yes,yes,cellular,jul,46,1,-1,0,unknown,no
48,technician,married,secondary,no,0,yes,no,cellular,jul,112,1,-1,0,unknown,no
28,unemployed,married,secondary,no,-353,no,yes,cellular,jul,299,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,jul,588,1,-1,0,unknown,no
59,management,married,tertiary,no,5865,yes,no,cellular,jul,250,1,-1,0,unknown,no
34,services,married,secondary,no,382,yes,yes,cellular,jul,149,7,-1,0,unknown,no
27,blue-collar,married,primary,no,2591,yes,no,cellular,jul,129,2,-1,0,unknown,no
54,housemaid,divorced,secondary,yes,34,no,no,cellular,jul,208,3,-1,0,unknown,no
35,management,married,tertiary,no,2123,yes,no,cellular,jul,249,3,-1,0,unknown,no
56,retired,married,primary,no,340,yes,no,cellular,jul,1220,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-19,yes,no,cellular,jul,407,11,-1,0,unknown,no
26,housemaid,single,primary,yes,-1006,yes,yes,cellular,jul,222,1,-1,0,unknown,no
57,retired,married,primary,no,4,no,no,cellular,jul,50,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,-60,yes,no,cellular,jul,250,1,-1,0,unknown,no
26,entrepreneur,single,tertiary,no,81,no,no,cellular,jul,262,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,-596,yes,no,cellular,jul,147,1,-1,0,unknown,no
33,student,married,secondary,no,0,no,no,cellular,jul,100,1,-1,0,unknown,no
60,retired,divorced,primary,no,685,no,yes,telephone,jul,89,1,-1,0,unknown,no
57,management,married,primary,no,687,yes,yes,telephone,jul,107,3,-1,0,unknown,no
34,entrepreneur,married,primary,no,0,yes,no,cellular,jul,132,3,-1,0,unknown,no
37,self-employed,married,secondary,yes,0,no,yes,cellular,jul,320,1,-1,0,unknown,no
41,services,married,secondary,no,171,no,no,cellular,jul,71,9,-1,0,unknown,no
38,technician,divorced,secondary,no,-397,yes,yes,cellular,jul,91,9,-1,0,unknown,no
50,management,married,tertiary,no,230,no,yes,cellular,jul,149,2,-1,0,unknown,no
52,admin.,married,secondary,no,799,no,no,cellular,jul,128,2,-1,0,unknown,no
25,admin.,single,secondary,no,105,no,yes,cellular,jul,392,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,-49,yes,yes,cellular,jul,210,1,-1,0,unknown,no
59,management,married,secondary,no,966,no,no,telephone,jul,50,4,-1,0,unknown,no
25,student,married,tertiary,no,10,yes,no,cellular,jul,857,4,-1,0,unknown,yes
38,blue-collar,married,primary,no,-41,yes,no,cellular,jul,68,10,-1,0,unknown,no
49,technician,married,tertiary,no,-888,no,yes,cellular,jul,298,1,-1,0,unknown,no
29,services,single,secondary,no,-453,yes,no,cellular,jul,213,1,-1,0,unknown,no
51,admin.,married,secondary,no,73,no,no,cellular,jul,195,1,-1,0,unknown,no
29,technician,married,secondary,no,-910,yes,no,cellular,jul,260,1,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,jul,474,1,-1,0,unknown,no
43,unemployed,married,secondary,no,3,no,no,cellular,jul,231,2,-1,0,unknown,no
35,entrepreneur,single,secondary,no,475,no,yes,cellular,jul,936,4,-1,0,unknown,no
25,management,married,tertiary,no,3,yes,yes,cellular,jul,690,3,-1,0,unknown,no
54,management,married,tertiary,no,3795,yes,yes,cellular,jul,381,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,jul,211,2,-1,0,unknown,no
44,housemaid,married,primary,no,1037,yes,no,cellular,jul,319,1,-1,0,unknown,no
54,management,married,tertiary,no,1598,no,yes,cellular,jul,312,1,-1,0,unknown,no
28,admin.,single,secondary,no,579,yes,no,cellular,jul,60,2,-1,0,unknown,no
56,technician,divorced,secondary,no,672,no,no,cellular,jul,71,9,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,cellular,jul,366,3,-1,0,unknown,no
29,management,single,tertiary,no,1035,yes,no,cellular,jul,862,2,-1,0,unknown,no
33,technician,married,tertiary,no,2690,yes,no,cellular,jul,71,5,-1,0,unknown,no
50,management,divorced,tertiary,no,-398,yes,yes,cellular,jul,172,1,-1,0,unknown,no
42,technician,married,secondary,yes,55,yes,no,cellular,jul,291,1,-1,0,unknown,no
46,housemaid,married,primary,no,201,yes,no,cellular,jul,91,1,-1,0,unknown,no
34,management,married,tertiary,no,272,yes,no,cellular,jul,237,2,-1,0,unknown,no
55,housemaid,married,secondary,no,127,yes,no,telephone,jul,1130,8,-1,0,unknown,yes
26,blue-collar,single,primary,no,409,yes,no,cellular,jul,577,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,9,yes,no,cellular,jul,509,1,-1,0,unknown,no
42,services,married,secondary,no,1301,yes,no,cellular,jul,510,6,-1,0,unknown,no
59,management,married,tertiary,no,1889,no,no,cellular,jul,256,1,-1,0,unknown,no
47,management,divorced,tertiary,no,2105,no,yes,cellular,jul,363,1,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,cellular,jul,1342,2,-1,0,unknown,yes
28,services,married,secondary,no,6567,yes,no,cellular,jul,522,1,-1,0,unknown,no
57,retired,single,secondary,no,-609,no,yes,cellular,jul,168,1,-1,0,unknown,no
30,technician,married,tertiary,no,0,no,no,cellular,jul,306,1,-1,0,unknown,no
41,entrepreneur,married,secondary,no,187,no,yes,cellular,jul,354,1,-1,0,unknown,no
30,management,married,tertiary,no,74,yes,no,cellular,jul,106,3,-1,0,unknown,no
35,blue-collar,single,tertiary,no,0,yes,no,cellular,jul,262,4,-1,0,unknown,no
47,blue-collar,married,primary,no,273,yes,no,cellular,jul,91,3,-1,0,unknown,no
35,services,divorced,secondary,no,828,yes,no,cellular,jul,87,1,-1,0,unknown,no
29,services,married,secondary,no,57,yes,no,telephone,jul,342,9,-1,0,unknown,no
51,retired,married,secondary,no,-14,no,yes,cellular,jul,564,5,-1,0,unknown,no
40,technician,single,secondary,yes,96,no,yes,cellular,jul,181,2,-1,0,unknown,no
26,technician,single,secondary,no,-213,no,yes,cellular,jul,418,5,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,jul,199,3,-1,0,unknown,no
56,management,married,primary,no,405,no,no,cellular,jul,251,2,-1,0,unknown,no
26,technician,single,secondary,no,223,no,yes,cellular,jul,1002,3,-1,0,unknown,yes
27,management,married,tertiary,no,1109,yes,no,cellular,jul,833,5,-1,0,unknown,no
47,blue-collar,married,secondary,no,1484,no,no,cellular,jul,274,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,62,no,no,cellular,jul,241,3,-1,0,unknown,no
43,blue-collar,married,primary,no,8,no,yes,cellular,jul,564,2,-1,0,unknown,no
59,housemaid,married,primary,no,352,no,no,telephone,jul,132,10,-1,0,unknown,no
33,blue-collar,married,primary,no,0,no,no,cellular,jul,47,2,-1,0,unknown,no
48,technician,married,secondary,no,101,yes,no,cellular,jul,338,3,-1,0,unknown,no
25,admin.,single,secondary,no,289,yes,no,cellular,jul,127,3,-1,0,unknown,no
35,management,single,tertiary,no,-324,no,yes,cellular,jul,985,11,-1,0,unknown,yes
26,admin.,married,secondary,no,233,yes,no,cellular,jul,236,3,-1,0,unknown,no
57,housemaid,married,primary,no,688,no,no,cellular,jul,67,2,-1,0,unknown,no
55,management,married,primary,no,57,no,yes,cellular,jul,162,2,-1,0,unknown,no
29,blue-collar,married,primary,no,544,no,yes,cellular,jul,121,4,-1,0,unknown,no
38,services,married,secondary,no,-448,yes,no,cellular,jul,929,15,-1,0,unknown,no
57,retired,married,primary,no,177,no,yes,cellular,jul,91,4,-1,0,unknown,no
34,services,married,secondary,no,5,yes,no,cellular,jul,59,4,-1,0,unknown,no
38,admin.,divorced,secondary,yes,0,no,yes,cellular,jul,126,3,-1,0,unknown,no
45,blue-collar,married,primary,no,0,yes,no,cellular,jul,81,4,-1,0,unknown,no
55,blue-collar,divorced,unknown,no,103,yes,no,cellular,jul,769,3,-1,0,unknown,no
34,services,single,secondary,no,-30,no,no,cellular,jul,1360,3,-1,0,unknown,yes
41,services,married,secondary,no,6687,yes,no,cellular,jul,91,3,-1,0,unknown,no
41,management,single,tertiary,no,1253,no,no,cellular,jul,1134,5,-1,0,unknown,yes
29,management,single,tertiary,no,872,yes,no,cellular,jul,173,2,-1,0,unknown,no
54,services,married,secondary,no,472,no,yes,cellular,jul,86,4,-1,0,unknown,no
29,technician,married,secondary,no,444,yes,no,cellular,jul,130,4,-1,0,unknown,no
51,management,divorced,tertiary,no,3926,yes,no,cellular,jul,208,2,-1,0,unknown,no
45,services,married,secondary,no,-406,yes,yes,cellular,jul,276,2,-1,0,unknown,no
58,retired,single,primary,no,6570,no,no,cellular,jul,106,3,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-750,yes,yes,cellular,jul,251,3,-1,0,unknown,no
49,technician,divorced,secondary,no,-403,no,yes,cellular,jul,482,2,-1,0,unknown,no
38,admin.,single,tertiary,no,45789,no,no,telephone,jul,21,31,-1,0,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,jul,240,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,jul,88,5,-1,0,unknown,no
36,admin.,married,tertiary,no,289,no,no,cellular,jul,150,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,1654,yes,yes,cellular,jul,167,2,-1,0,unknown,no
38,admin.,married,primary,no,-175,yes,no,telephone,jul,86,9,-1,0,unknown,no
47,technician,married,secondary,no,-18,yes,no,telephone,jul,105,2,-1,0,unknown,no
45,management,divorced,tertiary,no,54,no,yes,cellular,jul,34,3,-1,0,unknown,no
44,admin.,married,secondary,no,26,yes,no,cellular,jul,105,10,-1,0,unknown,no
33,management,married,tertiary,no,1,yes,yes,cellular,jul,551,8,-1,0,unknown,no
57,blue-collar,married,secondary,no,-898,yes,yes,cellular,jul,322,3,-1,0,unknown,no
33,technician,married,secondary,no,-160,yes,no,cellular,jul,898,5,-1,0,unknown,no
36,technician,married,secondary,no,0,yes,no,cellular,jul,193,5,-1,0,unknown,no
52,technician,married,secondary,no,150,yes,no,telephone,jul,177,3,-1,0,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,jul,357,3,-1,0,unknown,no
47,management,married,tertiary,no,393,yes,yes,cellular,jul,419,2,-1,0,unknown,no
31,housemaid,married,secondary,no,3902,yes,no,cellular,jul,78,4,-1,0,unknown,no
25,services,single,secondary,no,79,no,yes,cellular,jul,24,28,-1,0,unknown,no
33,admin.,single,secondary,no,585,yes,no,cellular,jul,147,5,-1,0,unknown,no
38,housemaid,married,tertiary,no,1437,yes,no,telephone,jul,100,11,-1,0,unknown,no
43,technician,married,secondary,no,307,no,no,cellular,jul,145,2,-1,0,unknown,no
38,technician,single,tertiary,no,378,yes,no,telephone,jul,184,21,-1,0,unknown,no
38,services,married,secondary,yes,-433,yes,no,cellular,jul,111,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,-249,yes,yes,cellular,jul,189,3,-1,0,unknown,no
35,entrepreneur,married,secondary,no,10,yes,no,cellular,jul,314,7,-1,0,unknown,no
51,blue-collar,divorced,primary,no,0,yes,no,cellular,jul,322,2,-1,0,unknown,no
